1866;1287.63783
1867;980.95665
1868;966.12706
1869;909.98019
1870;923.78561
1871;821.21745
1872;838.96171
1873;873.63337
1874;860.76867
1875;897.04609
1876;848.73244
1877;789.90447
1878;771.00207
1879;766.16301
1880;797.1847
1881;835.16994
1882;880.25791
1883;822.81944
1884;942.95988
1885;929.3924
1886;788.03436
1887;905.08063
1888;1014.90605
1889;859.07251
1890;896.95929
1891;991.49376
1892;889.76317
1893;775.64521
1894;849.97974
1895;869.07751
1896;878.22921
1897;847.95466
1898;993.50236
1899;797.45672
1900;824.91971
1901;740.12339
1902;750.662
1903;810.50901
1904;963.08915
1905;920.71653
1906;869.83236
1907;918.02506
1908;855.74511
1909;869.36655
1910;853.94346
1911;896.08848
1912;989.98006
1913;846.57009
1914;823.98912
1915;797.91267
1916;858.17229
1917;933.67145
1918;916.75367
1919;947.34163
1920;805.73735
1921;797.0343
1922;829.9302
1923;865.19996
1924;965.99606
1925;987.18301
1926;874.79961
1927;941.25671
1928;908.20336
1929;891.29435
1930;967.35884
1931;951.17725
1932;933.89169
1933;957.99186
1934;858.34046
1935;876.78823
1936;864.04976
1937;820.72904
1938;819.26806
1939;839.36158
1940;831.63528
1941;850.62324
1942;819.85022
1943;853.83378
1944;817.46466
1945;813.43981
1946;789.38629
1947;799.79859
1948;862.9736
1949;887.8559
1950;960.76226
1951;827.13196
1952;844.77788
1953;806.49218
1954;801.89306
1955;770.69864
1956;784.19038
1957;846.06601
1958;787.99718
1959;775.91742
1960;803.83311
1961;790.46918
1962;791.42395
1963;810.40533
1964;839.54422
1965;776.01085
1966;783.78692
1967;758.86295
1968;785.15657
1969;816.11403
1970;850.73213
1971;824.34287
1972;805.01083
1973;754.82881
1974;832.35693
1975;758.5276
1976;781.72182
1977;1075.395
1978;1038.61824
1979;790.47446
1980;811.61542
1981;724.73406
1982;872.39189
1983;810.50402
1984;771.35909
1985;836.17966
1986;839.58478
1987;825.31765
1988;726.79833
1989;756.61387
1990;767.32734
1991;777.03796
1992;742.14218
1993;761.35919
1994;779.45794
1995;781.47602
1996;741.05617
1997;819.92084
1998;792.23566
1999;888.99143
2000;855.02298
2001;919.27497
2002;735.81687
2003;806.42825
2004;830.21986
2005;812.72334
2006;825.4036
2007;829.31746
2008;899.92722
2009;833.66067
2010;755.71566
2011;761.52692
2012;781.52567
2013;806.13925
2014;952.12263
2015;899.12718
2016;812.72536
2017;801.72934
2018;804.89401
2019;814.32
2020;719.88815
2021;711.32275
2022;767.85553
2023;908.05795
2024;842.3697
2025;821.35892
2026;756.08015
2027;732.18739
2028;749.09029
2029;791.81384
2030;724.43311
2031;728.45052
2032;759.76873
2033;699.18946
2034;704.46832
2035;739.26516
2036;716.82818
2037;733.35085
2038;759.14608
2039;743.11744
2040;777.62255
2041;734.89848
2042;708.18105
2043;756.66353
2044;821.41296
2045;821.63562
2046;783.5646
2047;704.81158
2048;732.4881
2049;722.00718
2050;744.99583
2051;725.4451
2052;775.9026
2053;727.10409
2054;747.60969
2055;717.81863
2056;762.02964
2057;823.03609
2058;837.68978
2059;799.00498
2060;827.342
2061;851.28382
2062;847.7413
2063;773.4946
2064;896.34006
2065;1034.83976
2066;871.8656
2067;911.46308
2068;940.47857
2069;855.31021
2070;983.41519
2071;892.49296
2072;1173.18646
2073;950.71853
2074;841.38407
2075;951.94396
2076;988.20353
2077;837.28515
2078;849.27219
2079;838.74974
2080;980.67544
2081;1057.77389
2082;930.26637
2083;862.65102
2084;822.70046
2085;799.04537
2086;897.48198
2087;988.8003
2088;968.73484
2089;931.83971
2090;900.46944
2091;827.50877
2092;884.30374
2093;814.22915
2094;966.8909
2095;1054.56502
2096;925.42684
2097;914.90085
2098;878.83727
2099;830.28331
2100;875.39611
2101;956.2128
2102;1096.72102
2103;937.4063
2104;863.11944
2105;835.406
2106;865.44574
2107;1000.60217
2108;916.71186
2109;924.1227
2110;809.50932
2111;794.23899
2112;916.6939
2113;920.01392
2114;844.27344
2115;868.38578
2116;808.10988
2117;827.95702
2118;936.92306
2119;974.26728
2120;954.16374
2121;933.4279
2122;896.24263
2123;923.34646
2124;910.30181
2125;952.89234
2126;839.17282
2127;877.79094
2128;950.94887
2129;858.078043
2130;860.762802
2131;925.3881
2132;849.79914
2133;899.55353
2134;906.70329
2135;852.05664
2136;846.04981
2137;901.77357
2138;934.49862
2139;921.44119
2140;813.39062
2141;838.86076
2142;827.84471
2143;823.50007
2144;807.69211
2145;831.79305
2146;839.4877
2147;820.39673
2148;782.46832
2149;832.9695
2150;822.30851
2151;891.01653
2152;770.95083
2153;798.49793
2154;773.06742
2155;791.18091
2156;842.593
2157;869.09376
2158;804.06821
2159;767.72398
2160;718.84045
2161;743.16657
2162;810.27771
2163;797.23728
2164;751.41414
2165;766.8257
2166;792.24538
2167;776.40787
2168;744.24265
2169;712.34745
2170;773.65478
2171;742.80049
2172;781.09701
2173;761.80499
2174;823.88806
2175;783.38024
2176;801.62951
2177;759.70857
2178;755.51924
2179;726.31141
2180;684.48121
2181;650.88559
2182;697.49267
2183;1067.92548
2184;1011.53781
2185;698.53715
2186;798.29935
2187;777.83875
2188;718.70451
2189;705.57744
2190;740.47504
2191;767.848
2192;761.21209
2193;889.14225
2194;894.14128
2195;766.02842
2196;786.18296
2197;697.583
2198;770.77872
2199;704.52608
2200;717.7697
2201;751.22147
2202;709.73945
2203;820.48614
2204;967.52819
2205;961.93901
2206;863.44077
2207;868.57713
2208;816.85986
2209;806.36012
2210;837.16694
2211;703.48255
2212;731.7358
2213;766.26252
2214;810.92558
2215;888.96673
2216;815.43395
2217;753.60965
2218;816.86869
2219;713.62497
2220;811.10649
2221;891.0756
2222;856.05618
2223;761.01256
2224;802.16298
2225;817.26626
2226;823.46988
2227;702.39309
2228;721.78925
2229;706.17398
2230;693.27997
2231;701.03667
2232;867.67136
2233;753.42075
2234;754.02944
2235;721.98398
2236;718.43188
2237;710.9867
2238;758.13675
2239;718.261
2240;848.56135
2241;810.07186
2242;730.01709
2243;750.75135
2244;709.82157
2245;719.25816
2246;771.34821
2247;774.00811
2248;719.48326
2249;738.67819
2250;711.06307
2251;697.75577
2252;723.16729
2253;793.51956
2254;760.9276
2255;732.85157
2256;790.44521
2257;878.21069
2258;892.97323
2259;917.33568
2260;1119.85852
2261;974.65505
2262;839.21374
2263;907.79037
2264;868.77064
2265;793.57163
2266;804.01264
2267;830.02447
2268;831.52804
2269;878.69204
2270;929.86209
2271;875.1484
2272;895.88378
2273;864.32746
2274;874.133551
2275;894.30934
2276;1117.79992
2277;1197.66368
2278;1310.98931
2279;1077.67152
2280;895.79003
2281;898.72736
2282;971.18589
2283;968.46572
2284;907.631
2285;901.29807
2286;873.85022
2287;885.38035
2288;943.73914
2289;990.08733
2290;1043.93711
2291;970.95946
2292;1002.18384
2293;877.32681
2294;861.69854
2295;886.30021
2296;938.17831
2297;856.76861
2298;891.56097
2299;924.61513
2300;896.75889
2301;957.63737
2302;914.83691
2303;872.47628
2304;922.96353
2305;911.10686
2306;1186.76872
2307;1008.0706
2308;845.20599
2309;860.8535
2310;912.1223
2311;862.72774
2312;997.82532
2313;913.24043
2314;852.92904
2315;857.48116
2316;873.5922
2317;910.85186
2318;960.25007
2319;923.40372
2320;845.70262
2321;955.76686
2322;939.10902
2323;930.71782
2324;956.48642
2325;947.84257
2326;945.37222
2327;933.3261
2328;905.30829
2329;814.19336
2330;784.36087
2331;857.29477
2332;973.38085
2333;908.96252
2334;867.33183
2335;868.45581
2336;801.61423
2337;806.46307
2338;808.94877
2339;849.63819
2340;833.06166
2341;820.9715
2342;903.32375
2343;897.86295
2344;775.3121
2345;790.98326
2346;784.77014
2347;774.7728
2348;763.09591
2349;794.06239
2350;839.41716
2351;816.24305
2352;906.52829
2353;791.33606
2354;791.39857
2355;737.99546
2356;731.76192
2357;838.11416
2358;828.40811
2359;742.06054
2360;765.31179
2361;749.11936
2362;696.26537
2363;772.86948
2364;801.13446
2365;710.09916
2366;704.77697
2367;759.31699
2368;746.74069
2369;713.57859
2370;784.33841
2371;761.84206
2372;771.83066
2373;776.20735
2374;809.55323
2375;706.67618
2376;709.47247
2377;671.8134
2378;662.66641
2379;747.92508
2380;680.64987
2381;725.85189
2382;730.5782
2383;656.85543
2384;678.83189
2385;700.38463
2386;731.61736
2387;742.96703
2388;782.25219
2389;1091.52466
2390;925.63972
2391;664.08691
2392;735.15049
2393;905.04749
2394;750.33601
2395;738.47554
2396;751.24424
2397;864.61594
2398;756.61978
2399;815.40899
2400;931.72341
2401;827.99407
2402;737.80796
2403;662.06978
2404;732.65463
2405;787.98468
2406;686.31317
2407;738.76155
2408;772.24785
2409;786.40019
2410;701.76236
2411;729.97211
2412;833.4576
2413;754.47184
2414;695.07117
2415;746.47673
2416;985.09814
2417;972.59351
2418;819.45078
2419;804.23885
2420;712.52675
2421;687.80371
2422;826.61933
2423;819.24432
2424;851.42701
2425;776.93205
2426;736.41989
2427;789.95265
2428;732.97532
2429;737.31559
2430;739.30165
2431;710.80076
2432;732.28128
2433;719.27503
2434;748.19018
2435;785.75733
2436;854.63022
2437;850.30991
2438;801.30168
2439;715.83609
2440;701.81032
2441;891.17524
2442;831.12095
2443;735.63957
2444;757.29073
2445;714.44648
2446;710.32212
2447;738.93673
2448;813.19417
2449;792.24288
2450;755.08974
2451;768.4658
2452;773.32016
2453;837.7567
2454;959.12431
2455;1038.03699
2456;899.3229
2457;808.3085
2458;824.34259
2459;871.55722
2460;954.97964
2461;852.62008
2462;900.31704
2463;913.46658
2464;882.52491
2465;855.91251
2466;888.01257
2467;833.03657
2468;828.57535
2469;845.98756
2470;887.78524
2471;920.46896
2472;1028.48175
2473;990.52088
2474;951.82214
2475;914.904922
2476;902.90623
2477;914.9203
2478;1042.76619
2479;1084.96878
2480;976.10953
2481;867.40298
2482;959.62298
2483;902.16247
2484;1306.64755
2485;1142.42759
2486;924.46607
2487;968.21785
2488;981.49681
2489;885.20502
2490;938.88989
2491;979.11487
2492;1018.59925
2493;897.84321
2494;894.02933
2495;947.07546
2496;936.73204
2497;994.88575
2498;900.54239
2499;964.55689
2500;887.67815
2501;832.36269
2502;893.79049
2503;981.64585
2504;836.41664
2505;904.60445
2506;1035.28884
2507;1032.18721
2508;835.31717
2509;818.11426
2510;1067.70324
2511;844.63034
2512;984.34363
2513;1085.07094
2514;1018.13606
2515;980.9373
2516;858.78885
2517;948.63184
2518;970.02098
2519;975.98396
2520;919.49706
2521;1010.49335
2522;873.85686
2523;806.57324
2524;807.18024
2525;863.90549
2526;922.4229
2527;880.70827
2528;885.44791
2529;872.12641
2530;816.27028
2531;807.67513
2532;847.0203
2533;935.9686
2534;862.55219
2535;912.07005
2536;913.85228
2537;797.01905
2538;755.87992
2539;775.78272
2540;798.09614
2541;767.75988
2542;752.40864
2543;784.11295
2544;804.86756
2545;821.16905
2546;749.52327
2547;794.58125
2548;818.08251
2549;770.57568
2550;778.47568
2551;796.70904
2552;826.44782
2553;870.31079
2554;815.18961
2555;817.75281
2556;743.95308
2557;733.74406
2558;705.22772
2559;818.73116
2560;786.06232
2561;733.95631
2562;768.56199
2563;719.19492
2564;769.56108
2565;775.14703
2566;752.97737
2567;726.76405
2568;698.02823
2569;722.52847
2570;783.71653
2571;685.81108
2572;740.8368
2573;734.16173
2574;718.35186
2575;695.17091
2576;756.41356
2577;684.76575
2578;645.46718
2579;671.75911
2580;758.86117
2581;755.95363
2582;733.501
2583;686.2258
2584;695.57366
2585;698.75504
2586;705.74358
2587;751.58173
2588;867.8859
2589;731.67428
2590;669.62542
2591;711.45271
2592;855.96667
2593;746.31514
2594;714.92352
2595;1049.70219
2596;1058.45195
2597;690.70643
2598;637.66911
2599;728.66889
2600;683.59703
2601;731.45118
2602;729.83634
2603;749.91165
2604;701.94769
2605;710.91446
2606;762.69403
2607;799.65269
2608;744.82186
2609;751.35557
2610;724.4562
2611;784.72265
2612;825.18832
2613;837.82291
2614;849.64866
2615;799.51024
2616;717.78394
2617;726.31045
2618;687.76424
2619;682.37199
2620;797.77635
2621;777.1648
2622;790.6033
2623;710.792
2624;739.33125
2625;756.01332
2626;948.8328
2627;848.76917
2628;928.94627
2629;739.28262
2630;758.06192
2631;760.00634
2632;899.90352
2633;954.37006
2634;856.16974
2635;810.34704
2636;777.39896
2637;743.83368
2638;772.31732
2639;731.83008
2640;722.15338
2641;734.28218
2642;774.19525
2643;884.96867
2644;812.82672
2645;845.95713
2646;801.46496
2647;753.55573
2648;776.2288
2649;956.78517
2650;1240.7677
2651;921.37225
2652;810.58078
2653;841.15691
2654;826.60293
2655;878.31703
2656;827.17987
2657;821.88987
2658;875.37465
2659;848.8736
2660;818.06982
2661;884.27336
2662;879.31945
2663;849.62072
2664;855.29161
2665;903.08642
2666;833.93716
2667;787.85527
2668;922.94865
2669;966.08404
2670;883.57283
2671;968.36452
2672;952.73493
2673;967.28801
2674;1004.12713
2675;966.22259
2676;1020.13324
2677;945.32426
2678;919.33439
2679;893.66999
2680;885.20726
2681;892.12613
2682;957.86277
2683;988.45631
2684;898.67023
2685;917.6142
2686;945.73
2687;958.37236
2688;1011.47283
2689;927.28194
2690;1310.38841
2691;1060.87783
2692;1028.46012
2693;1008.28581
2694;1003.76906
2695;892.45444
2696;923.23946
2697;898.16397
2698;891.38674
2699;934.4617
2700;959.40633
2701;948.00974
2702;920.77867
2703;869.97002
2704;907.26496
2705;881.32309
2706;958.08153
2707;1029.85823
2708;935.4741
2709;949.83591
2710;853.73261
2711;906.5103
2712;1059.71929
2713;1009.5962
2714;1094.59842
2715;974.30662
2716;1050.81729
2717;880.63901
2718;884.86885
2719;908.64115
2720;842.40145
2721;916.49092
2722;881.12041
2723;912.7621
2724;872.68851
2725;875.7401
2726;814.96882
2727;846.53362
2728;824.87484
2729;902.71435
2730;872.00914
2731;828.59821
2732;830.64352
2733;850.15013
2734;808.57113
2735;779.3512
2736;796.16452
2737;765.32333
2738;722.36619
2739;791.14658
2740;835.28857
2741;790.66274
2742;829.64801
2743;774.48272
2744;835.20556
2745;789.06598
2746;754.17124
2747;821.36605
2748;847.72312
2749;768.98403
2750;764.24286
2751;730.03057
2752;779.47893
2753;744.73036
2754;834.84649
2755;797.85783
2756;838.61019
2757;771.157939
2758;700.16461
2759;711.80447
2760;788.55604
2761;822.70883
2762;809.56367
2763;728.88747
2764;748.97247
2765;705.24934
2766;682.95275
2767;751.1802
2768;764.54585
2769;767.90753
2770;722.98288
2771;751.51056
2772;771.41974
2773;831.26204
2774;782.96945
2775;710.6262
2776;661.66768
2777;675.72405
2778;742.17808
2779;811.87702
2780;714.80036
2781;712.22313
2782;630.32185
2783;623.90512
2784;642.27671
2785;635.96956
2786;684.79588
2787;679.35161
2788;677.17876
2789;775.52209
2790;837.1653
2791;733.70454
2792;822.70494
2793;800.52543
2794;702.22883
2795;692.31728
2796;676.19289
2797;655.95354
2798;696.45756
2799;682.83249
2800;661.86681
2801;1005.97498
2802;915.92368
2803;705.90683
2804;701.43169
2805;733.6499
2806;713.11779
2807;735.50474
2808;819.17873
2809;931.05932
2810;954.14597
2811;796.44835
2812;698.37935
2813;671.64052
2814;705.95916
2815;803.59789
2816;848.65443
2817;794.70983
2818;805.87761
2819;682.47007
2820;689.32567
2821;718.15871
2822;762.06244
2823;830.63512
2824;838.03695
2825;760.76751
2826;817.28491
2827;771.72057
2828;960.62208
2829;889.15884
2830;879.204
2831;863.31004
2832;770.40794
2833;775.86122
2834;825.03599
2835;823.88922
2836;784.16061
2837;810.12469
2838;780.72766
2839;858.73588
2840;806.5059
2841;817.41627
2842;847.31884
2843;873.71568
2844;908.24021
2845;1137.91457
2846;974.49419
2847;835.44259
2848;889.17565
2849;846.35255
2850;827.58235
2851;811.2238
2852;832.04389
2853;833.96428
2854;858.09307
2855;846.24546
2856;819.53778
2857;788.24478
2858;803.97679
2859;1008.09171
2860;891.6991
2861;856.09639
2862;915.7432
2863;816.9474
2864;960.67927
2865;992.94813
2866;846.55126
2867;873.57835
2868;888.86115
2869;830.85526
2870;859.66073
2871;940.29951
2872;880.24582
2873;895.65878
2874;928.19761
2875;1000.56173
2876;1043.36195
2877;946.379972
2878;975.37683
2879;863.54678
2880;909.80935
2881;862.97825
2882;947.44188
2883;930.37794
2884;880.78392
2885;834.74567
2886;863.20535
2887;926.76868
2888;948.95001
2889;991.3949
2890;1050.50252
2891;925.02438
2892;988.30487
2893;926.40741
2894;952.37822
2895;934.03936
2896;1302.74414
2897;1128.69306
2898;897.79676
2899;948.77194
2900;933.13384
2901;876.59143
2902;892.62872
2903;924.99511
2904;968.5079
2905;1037.42249
2906;918.2945
2907;980.27797
2908;873.12064
2909;922.13238
2910;896.98971
2911;951.98019
2912;1067.2521
2913;970.73084
2914;856.27941
2915;848.40323
2916;841.80575
2917;853.91932
2918;1270.70329
2919;1043.42777
2920;825.39543
2921;832.96231
2922;810.36454
2923;800.91813
2924;874.96675
2925;967.836
2926;822.58699
2927;818.37007
2928;851.61099
2929;790.17019
2930;781.34095
2931;816.28067
2932;906.33203
2933;807.97865
2934;777.78318
2935;796.19986
2936;781.29611
2937;780.92422
2938;793.21061
2939;858.44152
2940;826.47956
2941;739.04842
2942;733.26904
2943;821.99966
2944;799.47777
2945;773.61194
2946;797.41423
2947;758.95114
2948;707.65631
2949;714.45135
2950;774.99175
2951;952.79274
2952;844.11836
2953;798.85373
2954;788.85935
2955;884.23635
2956;757.70641
2957;924.63081
2958;958.12902
2959;804.87269
2960;728.09014
2961;707.71952
2962;710.42629
2963;693.66142
2964;698.02174
2965;675.77403
2966;690.042004
2967;676.91968
2968;699.92967
2969;768.74897
2970;826.40013
2971;699.1976
2972;733.89689
2973;816.83059
2974;885.04265
2975;676.99655
2976;671.72719
2977;717.16346
2978;693.97504
2979;722.85656
2980;717.03157
2981;661.91848
2982;645.03934
2983;621.37948
2984;668.60239
2985;709.55123
2986;707.88695
2987;727.43372
2988;786.23578
2989;742.22387
2990;760.9079
2991;732.38974
2992;774.62792
2993;819.85624
2994;738.95807
2995;668.45709
2996;702.46548
2997;674.16712
2998;655.00159
2999;709.39885
3000;743.06779
3001;755.4521
3002;713.61114
3003;680.98879
3004;735.69632
3005;776.27419
3006;758.09927
3007;1108.78871
3008;1034.68338
3009;847.58068
3010;769.66007
3011;781.7992
3012;717.95744
3013;699.09232
3014;814.97923
3015;774.1008
3016;732.48535
3017;751.43221
3018;816.36186
3019;877.88678
3020;856.71702
3021;746.82738
3022;727.33062
3023;776.37713
3024;871.17628
3025;784.2627
3026;854.97773
3027;833.80579
3028;837.28771
3029;816.44779
3030;834.44912
3031;722.09314
3032;721.21987
3033;758.83294
3034;936.14306
3035;778.81761
3036;779.6665
3037;860.90806
3038;808.10876
3039;823.36345
3040;1066.7273
3041;969.70712
3042;911.18317
3043;872.34532
3044;934.56227
3045;1004.90462
3046;891.75126
3047;834.04471
3048;838.56032
3049;799.0927
3050;849.35682
3051;940.05615
3052;861.18627
3053;877.17427
3054;786.41276
3055;800.26748
3056;812.46045
3057;837.41938
3058;871.87917
3059;933.84466
3060;959.45579
3061;996.71819
3062;893.03602
3063;947.80692
3064;826.29099
3065;835.91099
3066;838.6704
3067;870.59665
3068;905.12149
3069;798.08837
3070;812.77412
3071;812.99391
3072;846.18641
3073;814.28418
3074;861.96543
3075;918.18737
3076;973.48811
3077;939.55605
3078;976.434104
3079;869.01177
3080;936.13527
3081;947.36344
3082;934.62281
3083;866.3154
3084;908.93805
3085;927.92374
